Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,
2019-12-29 13:50:27:520,gps,30.522783297699434,114.39893867737479,17.61535645,5.86087179,4.26000023,1.80277562,10.81855392,15.50000000,20.68646622,27.198226928710938,50.73479080200195,60.22384262084961,52.69832992553711,30.51700782775879,49.9614143371582,
2019-12-29 13:50:28:519,gps,30.522819880850744,114.39894239039418,16.85778809,6.46772861,3.19000006,1.63783395,10.98600674,353.29998779,21.48266029,28.143524169921875,51.61628723144531,59.93307495117188,41.52917098999024,37.69585800170898,43.42611312866211,
2019-12-29 13:50:29:529,gps,30.52284998972086,114.39894036312117,17.34069824,6.82951689,2.83999991,1.64149320,11.05780315,0.00000000,23.37094307,23.98604965209961,55.761680603027344,64.82380676269531,26.04170227050781,28.51469421386719,48.61013793945313,
2019-12-29 13:50:30:528,gps,30.522878428490937,114.3989394656484,17.43499756,7.41007996,2.92000008,1.95412385,11.39474297,357.00000000,30.81951141,25.43143653869629,58.68743896484375,57.48583984375,35.13718795776367,28.85817146301269,40.14734268188477,
2019-12-29 13:50:31:529,gps,30.522905085116953,114.39893447821375,17.61053467,7.76066017,2.45000005,1.57632482,11.24226761,336.39999390,18.61664391,24.350839614868164,59.67327499389648,76.84919738769531,43.53242874145508,36.59275817871094,28.724498748779297,
2019-12-29 13:50:32:541,gps,30.52292744913411,114.39892629055326,17.70452881,8.34868622,2.09999990,1.95489132,11.60553646,336.39999390,36.77216339,11.72007942199707,58.5091438293457,75.05789947509766,50.72229385375977,43.01093673706055,50.70771789550781,
2019-12-29 13:50:33:523,gps,30.522942802777987,114.39892297205007,17.32067871,8.32385349,1.09000003,1.81603968,11.65655708,338.39999390,38.65513992,35.79119873046875,60.64640808105469,67.24881744384766,37.37569427490234,29.00723075866699,42.07822799682617,
2019-12-29 13:50:34:529,gps,30.522960385459424,114.39891530394338,16.46020508,8.51405334,2.30999994,1.59812391,11.62589359,325.29998779,30.14367294,23.22286605834961,61.380332946777344,62.205909729003906,26.720643997192386,27.69960975646973,22.68511962890625,
2019-12-29 13:50:35:527,gps,30.522982385864093,114.39889807665789,17.35717773,8.16989708,2.76999998,1.80380154,11.42318249,304.39999390,29.43987083,31.139846801757812,52.94442367553711,61.72891616821289,26.403697967529297,33.766551971435554,33.45866012573242,
2019-12-29 13:50:36:523,gps,30.523000510199864,114.39886841957306,17.01556396,8.00234890,4.01999998,2.05681801,11.37841988,288.29998779,25.26506805,36.18470001220703,54.3062629699707,65.93056488037111,33.576210021972656,33.815258026123054,28.963890075683594,
2019-12-29 13:50:37:520,gps,30.52303526440918,114.39882482449238,17.52850342,7.51520300,5.09999990,2.26108384,11.32624149,280.89999390,23.08641243,20.068315505981445,61.30403518676758,58.82846450805664,33.866455078125,31.54170799255371,23.65484046936035,
2019-12-29 13:50:38:527,gps,30.523063717119257,114.3987572297223,18.92218018,7.32234955,6.44000006,2.04443145,11.19206619,276.70001221,16.15922356,17.024351119995117,56.60970687866211,67.11396026611328,35.869388580322266,36.93467330932617,28.723546981811523,
2019-12-29 13:50:39:525,gps,30.523066650281063,114.39868666261586,20.10644531,7.12365103,6.48999977,2.28659129,11.19605637,272.39999390,18.39923668,16.12918472290039,54.41991424560547,62.62986373901367,35.09323883056641,37.678707122802734,35.277427673339844,
2019-12-29 13:50:40:523,gps,30.52308890203903,114.39862264675138,19.34838867,6.32686901,6.73000002,1.90213037,10.64860249,275.10000610,12.97973728,20.925647735595703,62.16398239135742,68.16958618164061,31.822540283203125,35.3913688659668,32.822704315185554,
2019-12-29 13:50:41:531,gps,30.52309505788323,114.39855717933277,19.35363770,6.45622969,6.30000019,2.24439311,10.83690834,273.89999390,18.11544228,14.651041030883789,63.82833862304688,56.32339859008789,39.65255355834961,36.645450592041016,38.85668563842773,
2019-12-29 13:50:42:523,gps,30.523095989251985,114.39848521143023,19.62365723,6.40329456,5.98999977,2.75426936,11.11342525,271.10000610,24.86391449,19.476177215576172,69.39105987548828,62.72102355957031,31.06808662414551,37.04705429077149,37.53503799438477,
2019-12-29 13:50:43:528,gps,30.523100945649897,114.39842297341224,19.80108643,6.12519836,5.59000015,2.95372653,11.31289959,271.50000000,28.86732674,23.543516159057617,62.990516662597656,60.11178207397461,29.53839492797852,32.47494125366211,36.39128875732422,
2019-12-29 13:50:44:556,gps,30.523095831262832,114.39836711420216,19.61883545,5.82679796,4.69000006,2.27864003,10.92256069,265.50000000,24.22894096,25.17519760131836,60.87478256225586,58.18976593017578,25.29399871826172,33.64046859741211,39.14850997924805,
2019-12-29 13:50:45:534,gps,30.52310454786361,114.39832753575206,20.35729980,5.59272718,2.72000003,2.46294546,10.99653244,264.79998779,43.75922775,22.764305114746094,61.47492980957031,62.42892456054688,29.409236907958984,33.506179809570305,32.13034439086914,
2019-12-29 13:50:46:520,gps,30.523109790161854,114.3983046766322,20.78430176,5.78041744,1.71000004,2.60499525,11.24495029,270.79998779,63.48887634,32.640052795410156,61.873802185058594,66.18435668945311,30.2628116607666,30.20397186279297,36.18138885498047,
2019-12-29 13:50:47:536,gps,30.52312427386655,114.39827808835797,20.85437012,5.57088852,2.39000010,2.02714086,10.88001537,279.00000000,39.17875671,26.67239761352539,57.47427749633789,66.50455474853516,33.375911712646484,17.971088409423828,28.781042098999023,
2019-12-29 13:50:48:529,gps,30.52312441510419,114.39823254908262,20.99896240,5.70614767,3.97000003,1.84567058,10.84942245,273.20001221,21.20118141,12.20129680633545,60.57806015014648,58.79827880859375,27.797950744628906,21.340890884399414,33.038928985595696,
2019-12-29 13:50:49:525,gps,30.523119689177143,114.39817374944691,21.57971191,5.65492773,5.23000002,1.71265876,10.77881145,273.00000000,14.34809971,21.948490142822266,58.77629470825195,67.85405731201172,32.17477798461914,27.10820579528809,28.651071548461914,
2019-12-29 13:50:50:530,gps,30.52313179939607,114.39811707110199,21.55792236,5.53741884,5.73000002,1.55425227,10.54928398,273.50000000,10.34094810,33.71060562133789,58.13833618164063,57.94758224487305,24.685068130493164,28.49631118774414,29.26541519165039,
2019-12-29 13:50:51:528,gps,30.523137272141167,114.398048022106,22.42706299,6.12808943,6.11999989,1.75453699,10.65698624,273.20001221,12.72579098,24.961036682128906,63.03879928588867,63.31422424316406,32.78982162475586,31.210641860961914,34.069358825683594,
2019-12-29 13:50:52:532,gps,30.52313153930702,114.39797476192126,23.81896973,5.76466322,6.17999983,1.74828482,10.53934288,270.10000610,12.34137630,17.751832962036133,62.78857803344727,63.55915451049805,36.20500946044922,34.259288787841804,36.93159484863281,
2019-12-29 13:50:53:527,gps,30.523132383160686,114.39791273206805,23.90344238,5.62763834,6.07999992,1.80712473,10.38238525,268.79998779,12.71079636,26.929811477661133,61.5561752319336,61.82587814331055,47.37751007080078,38.91032409667969,41.23009490966797,
2019-12-29 13:50:54:529,gps,30.52313946612763,114.3978443525607,24.48773193,5.45248461,5.92000008,2.64070058,10.44169140,270.39999390,23.77215958,23.161951065063477,52.05939865112305,66.45903015136719,38.79021072387695,36.06257629394531,42.73188400268555,
2019-12-29 13:50:55:519,gps,30.523130656359985,114.39778188148651,25.25256348,5.33909607,5.51999998,2.08009624,10.23405933,267.39999390,17.76594162,7.958852767944336,57.56281661987305,72.99352264404297,41.27838897705078,34.283370971679695,43.049232482910156,
2019-12-29 13:50:56:523,gps,30.523112578594272,114.39773121952757,22.29876709,3.44391680,4.92000008,1.19920802,9.93504620,258.20001221,6.60879660,31.424484252929688,54.94782638549805,57.42091751098633,44.13985443115234,37.23406219482422,36.46640396118164,
2019-12-29 13:50:57:519,gps,30.523098864144398,114.3976851878815,24.49749756,3.67028356,4.36999989,0.78434688,9.93504620,241.89999390,3.92218232,26.015254974365234,57.31659317016602,67.27426910400389,34.314525604248054,40.42972183227539,42.967132568359375,
2019-12-29 13:50:58:530,gps,30.523080097214986,114.39763739567324,26.38629150,3.56367302,4.13999987,1.48519361,9.93504620,239.39999390,16.66168213,32.459449768066406,52.40253448486328,57.0450439453125,26.89858627319336,37.548641204833984,33.453372955322266,
2019-12-29 13:50:59:521,gps,30.523044262826005,114.3976307924559,27.23028564,3.77694917,4.36000013,1.54673851,9.93504620,187.19999695,14.82091999,28.790395736694336,54.362060546875,56.15192413330078,33.671985626220696,33.258373260498054,30.781801223754886,
2019-12-29 13:51:00:525,gps,30.523014943284608,114.39760770957498,27.93280029,4.19380236,3.84999990,2.06021833,9.93504620,196.50000000,26.68248177,36.54994201660156,50.45873260498047,63.01418685913086,24.86452674865723,28.568721771240234,38.86064147949219,
2019-12-29 13:51:01:525,gps,30.522963921177592,114.39761738525472,26.37048340,4.06945086,5.82000017,1.91167462,9.97039032,175.80000305,16.36629868,31.884157180786133,54.5332145690918,63.41683578491211,28.6655330657959,36.111778259277344,33.15789794921875,
2019-12-29 13:51:02:520,gps,30.522905414597545,114.39762234021212,26.05908203,3.86416197,6.30000019,1.88732612,10.03702259,177.50000000,14.78726864,28.31440544128418,49.13042449951172,60.89982986450195,22.70909118652344,40.31203842163086,35.53021240234375,
2019-12-29 13:51:03:525,gps,30.522841774310947,114.39762259465608,27.19073486,3.69701552,6.88999987,1.78600109,9.93504620,179.50000000,13.43110085,17.593612670898438,47.92488098144531,62.13790512084961,27.867149353027344,42.640419006347656,32.35251235961914,
2019-12-29 13:51:04:527,gps,30.522803928214767,114.39763634153374,24.17626953,3.68142843,6.46999979,2.18835545,10.18609619,181.50000000,18.19293213,34.391536712646484,62.64670181274414,58.11557388305664,29.42246437072754,31.967025756835934,31.72832679748535,
2019-12-29 13:51:05:523,gps,30.522747711479575,114.39763925666061,21.37847900,3.55305934,5.63999987,1.47139394,9.93504620,181.80000305,12.31083870,15.961447715759277,59.69105911254883,69.67472076416016,38.39265060424805,30.479454040527344,27.36755752563477,
2019-12-29 13:51:06:524,gps,30.522692671269745,114.3976333817757,21.94750977,3.76210189,5.86999989,2.01009941,10.05133057,187.60000610,17.74624252,13.898908615112305,59.621498107910156,60.21566772460938,30.02748870849609,37.21352767944336,32.75041961669922,
2019-12-29 13:51:07:521,gps,30.522639765341395,114.3976129268745,23.51849365,4.04400969,5.65000010,2.42142510,10.14821339,202.60000610,22.90084648,23.819766998291016,61.57265853881836,69.23790740966797,37.17185592651367,34.303077697753906,39.69611740112305,
2019-12-29 13:51:08:522,gps,30.522587646229375,114.397607422243,25.20410156,4.04374313,5.28999996,2.19009137,10.35802937,183.60000610,21.07725143,27.004791259765625,64.36557006835939,64.18049621582031,33.36798095703125,35.23827362060547,35.83488464355469,
2019-12-29 13:51:09:531,gps,30.522551987939956,114.39759180889767,25.80212402,4.22641659,3.53999996,1.97190261,10.52102852,204.80000305,26.68520546,17.443098068237305,53.28565979003906,67.16633605957031,45.76470947265625,37.62068557739258,42.03724670410156,
2019-12-29 13:51:10:521,gps,30.522517492065123,114.39760355605853,25.44097900,4.31611681,3.41000009,1.93041444,10.34499073,186.30000305,27.99867249,5.755795001983643,62.00741958618164,70.74125671386719,45.909629821777344,31.260114669799805,39.535804748535156,
2019-12-29 13:51:11:521,gps,30.522487231687332,114.39757928304785,25.24444580,4.17111206,3.38000011,2.09153056,10.29057407,203.89999390,31.37042046,7.82557487487793,59.56402206420898,77.25977325439453,41.15455627441406,32.78205108642578,43.36293411254883,
2019-12-29 13:51:12:518,gps,30.522444410018522,114.39758390937918,24.09338379,4.32668304,4.44000006,2.33310962,10.35391140,190.39999390,27.71316719,17.14320945739746,66.44300842285156,68.41928100585939,44.1567497253418,38.63091278076172,44.86578750610352,
2019-12-29 13:51:13:527,gps,30.522409582028985,114.39756839609109,24.20825195,4.52006006,4.28000021,2.49018073,10.64435768,195.69999695,30.83007622,12.198827743530273,58.05550765991211,70.22879028320311,38.85414505004883,29.19957733154297,38.4243278503418,
2019-12-29 13:51:14:527,gps,30.52238256942638,114.39755943358438,22.98095703,4.54548550,3.43000007,1.57035029,10.32499504,196.69999695,21.27610397,13.617256164550781,54.35204315185547,69.40763092041016,33.06518173217773,32.584171295166016,32.752010345458984,
2019-12-29 13:51:15:529,gps,30.52234757401876,114.39754991036705,22.31475830,4.48547983,3.65000010,1.29034877,10.20628548,191.39999390,13.28944397,20.631027221679688,60.448158264160156,73.214599609375,32.83507537841797,28.7774658203125,32.06068801879883,
2019-12-29 13:51:16:524,gps,30.52230323080502,114.3975521165309,23.11682129,4.87505245,3.90000010,1.84504747,10.34586906,191.10000610,23.07897758,20.70688819885254,62.32894134521485,71.4703598022461,34.90330123901367,28.107500076293945,35.91635131835937,
2019-12-29 13:51:17:522,gps,30.52225489328245,114.39754746222894,24.57397461,4.64875031,4.38999987,1.92439604,10.42622375,186.60000610,21.51131630,19.565998077392578,61.68292236328125,64.76579284667969,41.32736587524414,33.81454086303711,35.010894775390625,
2019-12-29 13:51:18:522,gps,30.52220884620809,114.39756478849684,24.59301758,4.54596758,4.48999977,2.19718003,10.69679356,177.30000305,25.37159157,21.044572830200195,61.7541389465332,66.48567962646484,25.804141998291016,33.896522521972656,27.956335067749023,
2019-12-29 13:51:19:521,gps,30.522162743054103,114.39756839452815,24.68371582,4.27963209,4.73000002,2.06816339,10.68928814,180.00000000,22.40722466,17.89253807067871,68.02736663818361,66.34899139404297,39.4171142578125,40.74165344238281,45.32839965820313,
2019-12-29 13:51:20:527,gps,30.522101377987312,114.39755606896449,24.84289551,3.20523858,5.59000015,1.90688229,10.55913830,183.00000000,17.22411156,24.949909210205078,60.32612991333008,57.67220306396485,48.32055282592773,32.89694595336914,37.88572311401367,
2019-12-29 13:51:21:522,gps,30.522038378691462,114.39753537310439,25.31292725,3.38205409,6.30999994,1.69177425,10.35875893,180.39999390,12.90039635,33.30076599121094,53.20058822631836,67.73770904541016,42.250675201416016,27.791322708129886,40.05490112304688,
2019-12-29 13:51:22:528,gps,30.521980283441643,114.39754287816115,25.16870117,3.54398870,6.73000002,1.75823772,10.51972103,175.50000000,12.86949635,27.487947463989258,65.88328552246094,59.82974624633789,39.38584518432617,31.560136795043945,33.02804946899414,
2019-12-29 13:51:23:530,gps,30.521919940679158,114.39753502275204,25.91436768,3.69174862,6.61000013,1.90262973,10.65712643,181.39999390,14.25689602,21.308950424194336,62.02293014526367,56.17295455932617,52.38962173461914,42.31721115112305,33.38591766357422,
2019-12-29 13:51:24:521,gps,30.52187151445421,114.39753332849168,26.59210205,3.53769779,5.34999990,1.01237345,10.37038994,185.39999390,9.10226536,29.504894256591797,66.33135986328125,57.54600524902344,43.30613708496094,32.56503677368164,45.10004806518555,
2019-12-29 13:51:25:521,gps,30.521830048871337,114.39755065517113,26.17858887,3.49686670,5.15000010,1.40264034,10.32608604,177.80000305,13.23464108,22.22831916809082,66.67636871337889,55.71463394165039,45.94891738891602,37.65262222290039,49.087745666503906,
2019-12-29 13:51:26:522,gps,30.521785311008426,114.39754258112424,24.46502686,3.42028141,4.57000017,0.85276020,10.07779121,181.19999695,8.27820396,11.161371231079102,60.3298454284668,65.04401397705078,52.57070541381836,35.64397048950195,43.57876586914063,
2019-12-29 13:51:27:530,gps,30.521738947309593,114.39752250671593,24.12231445,3.39975572,3.74000001,0.67941153,9.93504620,184.10000610,8.69194126,16.392452239990234,57.20154571533203,63.78986358642578,39.92417526245117,37.99184036254883,47.03456115722656,
2019-12-29 13:51:28:528,gps,30.521697606953943,114.3975289332214,24.08129883,3.49566650,4.55999994,1.28844869,10.07283115,177.30000305,14.34629154,22.58854866027832,68.31285858154297,64.98600769042969,40.3961296081543,34.02634811401367,39.08024978637695,
2019-12-29 13:51:29:516,gps,30.521655694321062,114.39753062959065,22.63446045,3.60220051,4.51000023,1.04737771,10.05726337,184.80000305,10.29638100,18.140499114990234,60.66206741333008,68.06886291503906,45.1346435546875,42.83145523071289,36.27825164794922,
2019-12-29 13:51:30:519,gps,30.521609869816267,114.39753091559284,21.04260254,3.63445330,4.65999985,0.87800914,10.01000595,184.80000305,7.48819351,21.102951049804688,63.5599479675293,74.56080627441406,41.738426208496094,40.59554290771485,35.175460815429695,
2019-12-29 13:51:31:519,gps,30.521561192573348,114.39752707127147,20.49200439,3.77999806,5.48000002,0.93600214,10.02744484,185.30000305,6.67109919,4.357211589813232,57.55244064331055,71.7160415649414,41.33007049560547,42.606693267822266,34.36467742919922,
2019-12-29 13:51:32:521,gps,30.52150303633787,114.3975323262858,20.45373535,3.91735983,6.63000011,1.02415824,10.03271770,180.50000000,5.90085125,9.445423126220703,59.77059555053711,52.86691665649414,31.83957672119141,33.680747985839844,32.40704727172852,
2019-12-29 13:51:33:531,gps,30.52143715700244,114.39753614059879,21.09014893,3.98581457,7.21000004,0.76609397,10.01183510,181.50000000,4.11738205,14.23094654083252,64.35446166992189,52.22620010375977,33.54042816162109,28.22390174865723,33.16909027099609,
2019-12-29 13:51:34:521,gps,30.52137422459126,114.39753087500773,20.65979004,4.29956198,7.03000021,1.79254007,10.18003368,182.10000610,13.48609066,8.005407333374023,67.14411926269531,60.107276916503906,31.93012237548828,30.59330940246582,36.90729904174805,
2019-12-29 13:51:35:516,gps,30.521311173234842,114.39752806944956,20.44470215,4.23670244,6.65000010,1.32936072,10.07786655,182.89999390,7.94139957,13.599384307861328,69.12469482421875,51.79243850708008,34.420059204101555,29.340320587158203,38.3169059753418,
2019-12-29 13:51:36:525,gps,30.52125312563552,114.39753013441614,20.40612793,4.31020021,6.46000004,1.88217962,10.20661068,182.30000305,14.91543198,19.111282348632812,69.37520599365234,54.69753646850586,35.5987434387207,25.96665382385254,33.51789093017578,
2019-12-29 13:51:37:515,gps,30.521199114998296,114.39752242955848,20.45330811,4.43261194,6.05000019,2.37134981,10.44448566,183.60000610,20.83194351,11.376557350158691,63.5798225402832,65.02235412597656,32.996395111083984,27.719911575317386,36.32458114624024,
2019-12-29 13:51:38:521,gps,30.52114343530616,114.3975180546142,21.03948975,4.19385815,6.07999992,0.98994946,10.10551739,178.60000610,7.55482769,20.865116119384766,60.99782180786133,64.19258880615234,40.70698928833008,28.69466590881348,37.0593376159668,
2019-12-29 13:51:39:518,gps,30.52109019853719,114.39751850997229,19.40954590,3.29374170,6.05000019,1.50073314,10.24192905,180.30000305,11.88894081,10.659477233886719,59.70610427856445,72.29621887207031,37.38959884643555,32.32279586791992,34.531143188476555,
2019-12-29 13:51:40:519,gps,30.521036368672537,114.3975124051564,22.30981445,3.55757642,6.09000015,2.18433046,10.45126247,182.69999695,18.63885498,16.341201782226562,54.69758987426758,59.97430801391602,33.146976470947266,32.46329879760742,31.606054306030273,
2019-12-29 13:51:41:525,gps,30.520980679286303,114.39750871022217,21.66088867,3.86531949,6.21999979,2.35212660,10.55717278,185.69999695,20.02197838,16.830949783325195,57.8404312133789,63.72992706298828,27.49161720275879,34.04304885864258,29.69327545166016,
2019-12-29 13:51:42:522,gps,30.52092583503956,114.39751598556805,20.51098633,4.18725061,6.38999987,2.52178502,10.80741787,180.39999390,21.31611061,14.961349487304688,54.11298370361328,75.28157043457031,24.624616622924805,28.902135848999023,40.31772232055664,
2019-12-29 13:51:43:519,gps,30.520867558481218,114.39752051056125,20.28338623,4.31944132,6.57000017,2.52414346,10.83913517,182.60000610,20.57784462,12.316554069519043,67.46723175048828,58.76860046386719,32.17094039916992,28.44379425048828,37.01530456542969,
2019-12-29 13:51:44:526,gps,30.520808719046702,114.3975189453927,20.67572021,4.45501328,6.53999996,2.43515921,10.86753559,180.69999695,19.83570480,14.502363204956055,68.87447357177734,64.51792144775389,38.44295120239258,37.785560607910156,45.09273147583008,
2019-12-29 13:51:45:532,gps,30.52074103846607,114.39754371992414,19.96673584,4.48335600,6.82000017,2.01159143,10.56307220,181.19999695,14.79773998,8.633918762207031,67.70687103271484,68.1197509765625,31.888586044311523,26.50653839111328,39.45696258544922,
2019-12-29 13:51:46:524,gps,30.520673788384066,114.39754672410164,19.42797852,4.33924866,6.21999979,0.78568441,10.31020260,179.10000610,5.54410315,4.568903923034668,63.05561828613281,78.76636505126953,35.49201202392578,36.144691467285156,42.144309997558594,
2019-12-29 13:51:47:528,gps,30.52061644784272,114.39754154900336,19.38403320,4.44232702,6.48000002,1.70320284,10.43790913,181.00000000,13.96959782,29.866546630859375,53.07977676391602,68.61841583251953,41.10990524291992,36.88399887084961,42.73365783691406,
2019-12-29 13:51:48:537,gps,30.520553949728388,114.39754556361372,19.31976318,4.67350721,6.94000006,2.35478234,10.71118164,180.00000000,18.25032616,24.745616912841797,58.82876586914063,69.98546600341797,34.551563262939446,27.434431076049805,34.70658493041992,
2019-12-29 13:51:49:517,gps,30.520490755894507,114.39755975833376,18.99206543,4.85316563,7.09999990,2.38254070,10.85574055,178.10000610,17.89435959,23.820789337158203,50.61983108520508,67.21298980712889,30.946535110473636,31.712482452392575,28.06955146789551,
2019-12-29 13:51:50:528,gps,30.520431395775482,114.39755696310213,18.74652100,4.16298103,6.98999977,0.92655277,10.40662575,181.50000000,6.23210382,33.12784194946289,62.1151008605957,58.81287384033203,42.851539611816406,30.99752616882324,35.165000915527344,
2019-12-29 13:51:51:525,gps,30.520364243508155,114.39755490720196,18.63110352,4.20262098,7.32000017,1.36619914,10.70505428,180.00000000,8.97745991,18.656757354736328,64.52448272705078,63.49431991577149,39.03346633911133,30.04714775085449,40.01545333862305,
2019-12-29 13:51:52:526,gps,30.520309891818517,114.39754494228461,17.34832764,4.37142658,7.63000011,1.97002542,10.70160580,189.00000000,13.32676888,14.825753211975098,59.53754425048828,66.537353515625,45.74455261230469,36.62900924682617,36.02079772949219,
2019-12-29 13:51:53:529,gps,30.52024009831148,114.3975419661366,18.74890137,4.40278292,7.28000021,2.31607437,10.68496799,182.80000305,16.87284279,15.22564697265625,59.36144256591797,61.72158813476562,39.329193115234375,36.870201110839844,33.957687377929695,
2019-12-29 13:51:54:524,gps,30.520177226500245,114.39753784057262,18.95434570,4.37176371,6.96999979,1.32943594,10.62558937,183.60000610,7.54979753,20.331710815429688,59.70235824584961,73.32665252685547,43.26726150512695,38.70933532714844,34.160293579101555,
2019-12-29 13:51:55:522,gps,30.520111272548043,114.39753108469174,19.43206787,4.31519604,7.26000023,1.89401686,10.32693005,181.60000610,13.51860714,15.080692291259766,63.79917526245117,69.80037689208984,37.48070526123047,42.43503952026367,38.56993103027344,
2019-12-29 13:51:56:529,gps,30.52004591233973,114.39753234900522,19.25604248,4.21841621,7.42999983,2.41598845,10.41461754,181.30000305,17.54890823,18.529224395751953,54.603233337402344,69.94377899169922,38.89623641967773,47.238136291503906,51.02935791015625,
2019-12-29 13:51:57:529,gps,30.519979471548766,114.39753306321447,19.17028809,4.22032118,7.55000019,2.53339696,10.56200218,181.39999390,18.27792168,8.651763916015625,60.567466735839844,68.22167205810547,53.27727890014648,46.92389678955078,49.18618392944336,
2019-12-29 13:51:58:518,gps,30.5199170896953,114.39752845768301,18.60699463,4.19135761,7.82999992,1.07935166,10.55992222,179.60000610,6.82317448,15.900257110595703,57.91938781738281,66.88014221191406,51.6103401184082,35.75895309448242,49.04973983764648,
2019-12-29 13:51:59:528,gps,30.519843594120548,114.39752341117178,18.48632812,4.42420816,7.96000004,1.76139152,10.49984074,180.19999695,11.79149818,6.471711158752441,48.25671768188477,73.35613250732422,57.6114387512207,37.43046188354492,49.47505569458008,
2019-12-29 13:52:00:520,gps,30.519770734329235,114.39750839452829,18.42163086,4.70822906,8.10999966,2.36862826,10.74879932,182.30000305,15.73796272,0.9717810153961182,56.81002807617188,79.72205352783203,46.53974151611328,31.479162216186523,44.13964080810547,
2019-12-29 13:52:01:516,gps,30.519691753795374,114.3975186178209,18.88043213,5.00431728,8.31000042,0.99704564,10.64911652,176.19999695,5.44633532,15.508869171142578,52.57806396484375,67.10673522949219,46.588050842285156,37.77851867675781,41.2050895690918,
2019-12-29 13:52:02:531,gps,30.51961969494599,114.39752768169235,18.57122803,5.07870674,7.96000004,1.46577621,10.69224739,177.60000610,8.41924763,14.730679512023926,65.56539916992189,74.44261932373047,34.156360626220696,34.952754974365234,37.07688522338867,
2019-12-29 13:52:03:529,gps,30.519543266995182,114.39751932486409,19.03289795,5.38220263,8.21000004,1.87211108,10.81791306,179.89999390,8.34060192,15.015092849731445,61.24283218383789,68.92697143554689,32.278152465820305,35.36446762084961,38.41126251220703,
2019-12-29 13:52:04:521,gps,30.519468639010313,114.397509598164,19.46020508,5.64835024,7.63999987,2.20639968,11.00466442,182.00000000,15.14989948,30.25705909729004,55.48276138305664,61.782447814941406,43.27447128295898,31.063478469848636,40.12618255615234,
2019-12-29 13:52:05:523,gps,30.519394462345495,114.3975250619716,19.11712646,5.77002668,7.53000021,2.33565831,10.97975636,178.30000305,16.45582008,26.830596923828125,60.690284729003906,74.2644271850586,33.670272827148445,40.85539627075195,35.90024185180664,
2019-12-29 13:52:06:516,gps,30.519320900088726,114.39752746558979,19.60437012,6.06561375,7.75000000,2.32744503,11.18925858,182.19999695,15.88420296,25.726131439208984,62.583778381347656,64.20261383056639,37.473045349121094,35.62746047973633,36.4928092956543,
2019-12-29 13:52:07:521,gps,30.51925284907901,114.39752872966862,19.20690918,6.12217379,7.11000013,2.02714086,11.13367653,179.89999390,14.41579342,31.37293243408203,58.33906936645508,55.407310485839844,41.02118682861328,30.95366477966309,35.23931884765625,
2019-12-29 13:52:08:528,gps,30.519200471038314,114.39752547503478,19.02014160,6.18862391,5.32000017,1.90031576,11.17611504,186.19999695,17.42030907,27.17660140991211,61.15191650390625,59.17791748046875,31.657175064086914,26.124046325683594,37.2844123840332,
2019-12-29 13:52:09:524,gps,30.519156359939053,114.39753197129887,20.48303223,6.29617214,4.38000011,1.89274931,11.28938103,183.00000000,20.83154678,32.372474670410156,64.54847717285156,64.57380676269531,42.649818420410156,28.80526161193848,42.07430648803711,
2019-12-29 13:52:10:529,gps,30.519112949918725,114.39751782725,22.75720215,6.03494310,3.97000003,2.16226745,11.24760628,185.00000000,27.54547882,33.92230224609375,60.39613723754883,60.6878662109375,22.87824630737305,39.13393783569336,41.75900268554688,
2019-12-29 13:52:11:520,gps,30.519076347740512,114.39753908443606,22.35369873,6.19881439,4.03000021,2.48268008,11.64056492,174.39999390,31.90449715,21.944643020629883,57.9517936706543,59.91830062866211,47.81761932373047,35.31567001342773,45.35929489135742,
2019-12-29 13:52:12:521,gps,30.519050854963613,114.39755106241604,22.19543457,6.12533140,3.42000008,2.69534779,11.73894882,160.19999695,40.48968124,23.85465431213379,57.68135070800781,61.56782913208008,44.03091430664063,41.28390502929688,45.27658462524414,
2019-12-29 13:52:13:526,gps,30.519069785179962,114.39760599493232,22.37799072,5.64090538,2.77999997,1.56064093,11.05877495,87.50000000,29.86304855,21.99186134338379,56.49371337890625,63.44549560546875,47.64241409301758,33.02054977416992,52.39535522460938,
2019-12-29 13:52:14:521,gps,30.519064711801,114.39767037532287,21.20483398,5.32050085,3.92000008,1.31502855,10.73433113,97.40000153,16.83513451,24.58572006225586,58.58858871459961,65.85333251953125,49.89623260498047,38.02253723144531,55.5465316772461,
2019-12-29 13:52:15:525,gps,30.51906235103077,114.39771617559305,20.08111572,4.76700783,3.85999990,0.90509665,10.32692242,105.00000000,10.77886677,23.702739715576172,49.64626693725586,66.55420684814453,48.86645889282226,35.64763641357422,47.96039199829102,
2019-12-29 13:52:16:522,gps,30.519055528025014,114.39778337552035,21.16400146,4.45349216,6.15000010,1.67886865,10.27696800,99.59999847,13.78462505,19.796621322631836,56.97940444946289,78.73579406738281,52.35658645629883,42.66907501220703,51.93002700805664,
2019-12-29 13:52:17:529,gps,30.519057194619702,114.39786710602536,20.60894775,4.29307365,7.23999977,1.76071012,10.08210850,91.50000000,11.17215538,34.54621505737305,53.75802230834961,66.03665924072266,48.9501838684082,38.61165237426758,50.9996452331543,
